_id,headline,pub_date
nyt://article/54e9aa73-f51e-553f-9185-83029d392516,How to Think Through the Moral Tangle in Gaza,2024-06-01 11:00:18
nyt://article/8998bdba-1a45-58e4-b470-a96620297052,Mexico’s Women Are Speaking. Will a Female President Listen?,2024-06-01 11:00:18
nyt://article/33ec971a-5363-54b9-b500-3e6a33d9acfa,"Holy Cow, 34 for 45!",2024-06-01 11:00:26
nyt://article/863bde9f-e00c-5a37-9065-460e2447665d,That Other Guy,2024-06-01 11:02:12
nyt://article/7b63fe5d-c86f-53bf-8d53-792fdea42fd5,South Africa Is Not a Metaphor,2024-06-01 11:12:29
nyt://article/fb66574c-1e77-5fa0-aaef-0db1afefefbd,Scenes From a Historic Verdict,2024-06-01 11:21:50
nyt://article/5d367caf-380d-5546-93c4-47a578bf6294,2 Books to Help You Go Gray Gracefully,2024-06-01 11:50:02
nyt://article/2c93c3e4-cf66-5383-970f-f25d228816a6,Companies Counter Pushback on Price Increases With Promotions,2024-06-01 12:00:02
nyt://article/fbe9efeb-9300-55db-a0d3-d6ef5af9d121,"As Voting Ends in India, Modi Awaits a Verdict on His 10 Years in Power",2024-06-01 12:16:00
nyt://article/e819146b-500f-5c89-94fa-12d145462db2,"Meet Suni Williams and Butch Wilmore, the NASA Astronauts Riding on Boeing’s Starliner",2024-06-01 12:35:07
nyt://article/044da6bd-1228-5c88-8031-dac9c1b11c30,What Donald Trump Didn’t Say After His Trial,2024-06-01 14:52:29
nyt://article/f5c3f00a-68b8-57af-9c4f-3bffdc914233,‘Everyone Sat Stunned After the First Bite’,2024-06-01 15:00:03
nyt://article/829ae641-5aef-5f73-a3be-6f5e2cfa04d3,"Sam Butcher, Who Gave the World Precious Moments, Dies at 85",2024-06-01 16:07:42
nyt://article/9540fdb2-4878-5998-86d2-e3ac7ec4fc21,How a Retirement Withdrawal Can Lead to a Perjury Conviction,2024-06-01 17:00:07
nyt://article/138716cf-8288-5225-bff7-b95ad1b260f9,Idaho Man in ‘Doomsday’ Killings Is Sentenced to Death,2024-06-01 18:05:29
nyt://article/78f97414-df9f-574e-9660-d25ae6bf8efa,"Yael Dayan, Israeli Writer, Politician and Daughter of War Hero, Dies at 85",2024-06-01 19:26:06
nyt://article/0b6e851c-0782-515a-95fd-6ebe08683f43,"After Biden’s Push for Truce, Netanyahu Calls Israel’s War Plans Unchanged",2024-06-01 20:03:22
nyt://article/13fe2f90-e6b8-53ec-b49c-7707f7fb059b,Protesters in Tel Aviv Call on Netanyahu to Accept Cease-Fire Proposal,2024-06-01 20:28:30
nyt://article/3b15fd0f-c920-51bd-8cae-caed949db317,‘He’s Had Great Challenges’: Giuliani Holds 80th Birthday Amid Many Woes,2024-06-01 20:51:49
nyt://article/52e2babc-dabb-5839-8f21-d22b32ece44d,"Robert Pickton, Notorious Canadian Serial Killer, Dies at 74",2024-06-01 21:56:08
nyt://article/2298fa17-8420-5e59-b9be-26b6e652e2e6,Typecasting,2024-06-01 22:01:53
nyt://article/227984a0-ab65-5e5f-868a-363ed48c846c,"U Tin Oo, Embattled Pro-Democracy Leader in Myanmar, Dies at 97",2024-06-01 22:47:54
nyt://article/4c82eddf-6937-557d-bc0a-1289547e6569,Quotation of the Day: Laborers Who Take Time Off in Pakistan’s Record Heat Risk Going Hungry,2024-06-01 23:28:34
nyt://article/fe507a35-0467-521e-b634-e36598e9cf3e,"Corrections: June 2, 2024",2024-06-01 23:31:54
nyt://article/c6677bb2-bd63-5bdf-ba4c-43fc1c88c34b,"After Pipes Burst in Atlanta, Many Residents Lose Water, Then Patience",2024-06-02 00:48:25
nyt://article/d05f9884-1860-5318-806e-37bacee1ec24,A Pacific Island With Ties to Taiwan Was Hacked. Was It Political?,2024-06-02 04:01:22
nyt://video/325cd8d2-137a-5a6e-8ff8-490eac566125,How Internet Access Is Transforming Life in This Amazon Tribe,2024-06-02 04:01:27
nyt://article/c074859b-f07e-59ae-ac5a-3b2b450c7b2b,The Internet’s Final Frontier: Remote Amazon Tribes,2024-06-02 04:01:38
nyt://article/eb08d3e1-14f7-5545-bf3c-ae91b808b3fb,"As Challenges Pile Up, a Spate of Summitry Spotlights Western Resolve",2024-06-02 04:01:38
nyt://article/b52d32cc-305e-59e3-ba45-0efa7d930326,‘A.N.C. Has Been Humbled’: a Couple’s Vote Explains Why,2024-06-02 04:01:50
nyt://article/a339000d-0591-56b5-9ba5-1f7669bd697d,"In Singapore, China Warns U.S. While Zelensky Seeks Support",2024-06-02 04:43:38
nyt://article/1b41ce53-d8e3-5be5-b2ab-1bc891e677c8,I Supervised New York City Judges. Juan Merchan Put On a Master Class in the Trump Trial.,2024-06-02 05:00:09
nyt://article/58cd5c09-13ed-5f3d-9a95-988d2773cda8,Yoav Gallant Has Shown Defiance. Will He Again?,2024-06-02 05:00:10
nyt://article/f0177156-6b45-5223-9291-33d1a43ed3d8,Congestion Pricing Ignites an Old Rift: Drivers vs. Transit Riders,2024-06-02 07:00:09
nyt://article/118a113f-4c25-52c5-b1c5-ccf65d923123,Spelling Bee Forum,2024-06-02 07:00:20
nyt://article/0e77d4ee-06d6-543a-89b2-0d8a70e32d00,‘A Building Employee Greeted Us With a Broad Smile Every Day’,2024-06-02 07:00:34
nyt://article/69bf2fae-ea33-5e84-87f5-b3e59f68b186,The Floating Traffic Jam That Freaked Us All Out,2024-06-02 07:00:34
nyt://article/2ac09f86-016c-58df-b615-8c5eeff16cf5,A Productive Chat on the Significance of ‘Slack’,2024-06-02 07:00:42
nyt://article/b15ca956-a03b-50cc-89ac-ce5e3b2eff29,Archival Treasures ‘Hidden in Plain Sight’,2024-06-02 07:00:51
nyt://article/baeab6b4-c830-584b-8c51-fbf26775e715,Why North Korea Launched Another Salvo of Trash Balloons Toward the South,2024-06-02 08:07:30
nyt://article/751d0bea-4c1f-5c7d-b5af-06df1ed37de8,Faith-Based Groups That Assist Migrants Become Targets of Extremists,2024-06-02 09:00:38
nyt://article/14dd454a-07f3-5fa0-9da1-00e370674000,"A Tribal Eviction, a Blood Secret and the Knotty Questions of Belonging",2024-06-02 09:00:45
nyt://article/442a5116-cbf8-5690-8547-bb3659905d17,The Long Life of Yuppie Scum,2024-06-02 09:00:54
nyt://article/4ac99ba1-4b19-56fc-94c6-e9527cefaba2,46 Children Were Taken From Ukraine. Many Are Up for Adoption in Russia.,2024-06-02 09:01:01
nyt://article/abb55571-8aac-5782-afc6-6bb652fb7611,China Lands Spacecraft on Far Side of the Moon,2024-06-02 09:01:18
nyt://article/7d1b3c14-c1c1-5dfc-8945-5e6597cad947,"The Governor, the Wolf and the Warden: A Fresh Look at a Gianforte Hunt",2024-06-02 09:02:08
nyt://article/e9c6e00f-ece1-533f-8f5e-610ed7753d12,Stuck in a Starter Home,2024-06-02 09:02:08
nyt://article/3680dad5-93a3-596a-a36e-a24321c93032,Anatomy of a Success Story: How One Artist Broke Through,2024-06-02 09:02:29
nyt://article/8bee62db-b156-50e2-8a46-220559ba6b5e,Is Nonviolent Resistance Past Its Prime?,2024-06-02 09:02:29
nyt://article/36a15f6e-41b0-565a-a096-50dde57a122b,They Spent Their Life Savings on Life Coaching,2024-06-02 09:02:37
nyt://article/2ea3fe01-e3ee-587f-9f22-2c7ccb2fa5ea,N.H.L.’s Move to Salt Lake City Is Latest Sports Downsizing,2024-06-02 09:02:52
nyt://article/b6ef7fbb-c319-5713-a59d-e370349783b1,The Age of Brooke Shields,2024-06-02 09:02:52
nyt://article/e476f0b0-e67a-542c-95b7-e28747f7f5aa,"They Revolutionized Shopping, With Tea Sandwiches on the Side",2024-06-02 09:03:02
nyt://article/d90b7857-6882-51cf-90cd-e36f0e6b91c9,The Ghost Trees of Chicago,2024-06-02 09:03:36
nyt://video/d9c982fc-44ba-5fda-93da-ed9be745e0e0,How We Found 46 Ukrainian Children Taken by Russian Officials,2024-06-02 09:03:54
nyt://article/5a97b8c8-e735-5c39-82e2-d0835e687799,Is This Season of ‘Hacks’ Trolling Jerry Seinfeld?,2024-06-02 09:04:09
nyt://article/96793d95-356e-5535-8d29-1704f3dd9b96,"As Hunter Biden’s Trial Nears, President Biden Pulls Him Close",2024-06-02 09:04:20
nyt://article/031be2ac-5f2f-5e57-92ca-ebe7b6711508,Claudia Sheinbaum Makes History as First Woman Elected to Lead Mexico,2024-06-02 09:04:25
nyt://article/8be0a444-4804-5c78-98f5-63e6d3685dac,"After Trump’s Conviction, a National Enquirer Editor Sends His Regrets",2024-06-02 09:04:50
nyt://article/a64b21bd-00e5-50c0-8160-a1bcfe17f42e,Here’s Where Trump’s Other Cases Stand,2024-06-02 09:04:51
nyt://article/2c6a2c43-0c53-5824-b9a3-b10014a0d7c9,A Felon in the Oval Office Would Test the American System,2024-06-02 09:05:05
nyt://article/2fbd689d-a87c-582f-9010-936e9312cab7,"The Connections Companion No. 358, June 3, 2024",2024-06-02 10:00:07
nyt://article/d52686d9-a259-5cd4-a0aa-ceb31555e9b5,Why the New Human Case of Bird Flu Is So Alarming,2024-06-02 10:00:08
nyt://article/11585897-7ad7-5396-8b2e-4a1f90739d76,Civil Liberties Make for Strange Bedfellows,2024-06-02 10:00:15
nyt://article/0624e622-4691-5015-b588-dc2f6233468a,Stuck at the Start,2024-06-02 11:37:30
nyt://article/4f9d3c3c-6ebc-592d-aba5-c3906beb91cd,Netanyahu may be forced to choose between a cease-fire and his government’s survival.,2024-06-02 11:55:25
nyt://article/c73fdb9e-f39b-56b5-a58d-5d6dfe09f84f,Give Yourself Permission to Not Have Sex,2024-06-02 13:00:09
nyt://article/8e40747e-fa1c-5126-929c-e10d2f4d5dde,Hunter Biden Should Take a Plea Deal. Quickly.,2024-06-02 13:00:10
nyt://article/e8a4e827-7079-519f-a525-8f7cde3e58f8,Should Trump Be Sentenced to Prison? Two Opposing Views.,2024-06-02 13:00:17
nyt://article/37562f37-a382-557e-ad34-63cb494b297f,"Wildfire Near San Francisco Burns About 14,000 Acres",2024-06-02 13:18:36
nyt://article/0e9de58b-6160-5a6c-86a8-4b8fedf2f800,South Africa Confronts Israel and Its Own Democracy,2024-06-02 14:29:49
nyt://article/667aa01a-4c88-5661-951f-73a74ef4c8dc,"Grilled Soy-Basted Chicken With Spicy Cashews, a Five-Star Reader Favorite",2024-06-02 15:00:04
nyt://article/1636830e-9bbc-5eb5-b811-aeed21a7e5b7,The Widespread Harm of Nuclear Testing,2024-06-02 15:00:08
nyt://article/6e4a3c7d-07e4-5018-a138-c622dc5ab895,"Trump Joins TikTok, the App He Once Tried to Ban",2024-06-02 15:28:32
nyt://article/3c4b3ad5-5dbe-5862-8a53-3b4b459cc0c9,"1 Dead and 24 Wounded in Akron Shooting, Police Say",2024-06-02 15:33:58
nyt://article/c2c57363-0c98-5aaf-af69-2f1ac2a0d530,"Hunter Biden to Go on Trial in Gun Case, Days After Trump Was Convicted",2024-06-02 17:00:28
nyt://article/0ca3704b-f439-572b-b7f6-e18466bd3181,Netanyahu May Face a Choice Between a Truce and His Government’s Survival,2024-06-02 17:04:53
nyt://article/6fcecdfa-a588-57f2-9b55-2e239561e6da,OPEC Plans a Gradual Unwinding of Production Cuts,2024-06-02 17:57:52
nyt://article/c368d436-b3ae-5341-b5d4-9c2ac960788e,"After Verdict, Trump Revels in Embrace of His Most Avid Base: Male Fans",2024-06-02 18:11:09
nyt://article/c69c3c10-7247-5fc9-a587-6ec1813ef584,What’s Next for South Africa After Voters Rebuked Its Reigning Party?,2024-06-02 18:16:41
nyt://video/dfd26198-8d1a-5d0c-8fb3-3527351f7451,Wildfire Near San Francisco Grows to Several Thousand Acres,2024-06-02 19:19:56
nyt://article/23f66f21-fe8d-5205-a77b-3a343a79b935,"David Levy, Ex-Laborer Who Became a Top Israeli Leader, Dies at 86",2024-06-02 19:30:57
nyt://article/cf0fa8b7-14b2-5970-a8b9-8f29df65506d,Teacher Placed on Leave Over ‘Mock Slave Auction’ in Classroom,2024-06-02 19:50:06
nyt://article/3666b1bb-832e-5330-902e-846260efde61,Intense Security at Peaceful Parade for Israel in Manhattan,2024-06-02 19:52:32
nyt://article/12b3e832-294f-5e89-bcac-f4ae5a301f7b,Rupert Murdoch Marries for the Fifth Time,2024-06-02 19:55:27
nyt://article/606b0979-cf50-5558-87ba-08edb5d41f37,"Lara Trump, R.N.C. Leader, Denounces Larry Hogan for Accepting Trump Verdict",2024-06-02 20:07:51
nyt://interactive/3e859d5e-5e8b-5da2-9046-3133da829e76,Mexico Election Results: Sheinbaum Wins,2024-06-02 20:17:21
nyt://article/5f85f842-2921-5b08-ad8d-f65db696e3b5,Monday Briefing: What’s Next for South Africa,2024-06-02 20:38:00
nyt://article/df8f347e-023f-5b47-8a5b-6b101ed5accd,Hot Off the Presses,2024-06-02 22:00:07
nyt://article/59cc86d7-ff86-5f03-bdd5-1fcace4b9fe0,Philadelphia’s University of the Arts Announces Sudden Closing,2024-06-02 23:04:29
nyt://article/169af3ee-9450-5ccd-8d0e-19b93ec4a0c6,"Wordle Review No. 1,080, June 3, 2024",2024-06-03 00:02:15
nyt://article/3242f74d-c986-586e-812e-8bc04735eb54,A Sticking Point in Paramount and Skydance Talks: Who Pays For a Lawsuit?,2024-06-03 00:11:17
nyt://article/cd10cee5-a0a2-5ddb-a076-65e08f90efd6,"Sally Buzbee, Washington Post Editor, to Leave Role",2024-06-03 00:47:56
nyt://article/6498a5b1-d24a-5692-9087-bd5e882b60ab,Prosecutor Drops Murder Charges Against Minnesota Trooper Amid Pushback,2024-06-03 01:49:35
nyt://article/70336f26-8ea2-58e1-b59a-66c80f752978,Puerto Rico Governor Loses Primary to Former Ally,2024-06-03 03:47:54
nyt://article/04bf6aee-3bd3-52d4-ab7a-dc5ea312287c,Quote of the Day: Tired of Chaos and Leaving House by the Dozens,2024-06-03 03:55:00
nyt://article/db2161c5-9265-5663-b78e-6515810e9611,Fake News Reports and Videos Seek to Undermine the Paris Olympics,2024-06-03 04:01:10
nyt://article/2bbbdedf-4828-5c19-ad6f-c9b83c8aa1f9,A Surging Hard Right in Europe Stumbles Over Its Own Divisions,2024-06-03 04:01:11
nyt://article/b9c980a8-9884-5233-be54-4978d5e77b3b,Monday Briefing,2024-06-03 04:46:37
nyt://article/ca824b3e-85ea-506d-b6bf-f9b94c025737,My Country Shows What Europe Has Become,2024-06-03 05:00:08
nyt://article/7eba7e74-2626-5729-ade7-24aa7f66cf3b,First They Came for Sudan’s Future. Now They’re Destroying Its Past.,2024-06-03 05:00:09
nyt://article/f8509b8b-5ae6-5207-a77f-2c4f185451a1,What’s on TV This Week: Lots of Bravo and ‘Fantasmas’,2024-06-03 05:00:25
nyt://article/ce15c90a-0ffe-59fa-a6d6-d679879192f8,Word of the Day: introspection,2024-06-03 06:00:02
nyt://article/50d927f1-7ed5-539f-aa25-2eaddcd6a222,"What to Know About Claudia Sheinbaum, Mexico’s Newly Elected President",2024-06-03 06:29:37
nyt://article/94ff0a3a-4ff5-502b-a445-0f3c8dbbd322,New York Has a Week to Pass Bills on Social Media and Plastics. Will It?,2024-06-03 07:00:10
nyt://article/5417a5b2-29a8-5e47-8795-4dd0268dad95,Liberals Find a TV Prescription for Election Jitters: Monday Nights,2024-06-03 07:00:11
nyt://article/4d0ff438-5d07-5581-b7cf-d5cd01e89c5f,New Yorkers Who Need Help With Rent Can (Finally) Join a List for Help,2024-06-03 07:00:17
nyt://article/470abd2f-7d1d-5abb-9a09-52898062bb0a,Spelling Bee Forum,2024-06-03 07:00:23
nyt://article/06aff9f1-0bed-5cb8-abd8-35cb4eeb7ace,Where Do Those Painted White ‘Ghost Bikes’ Come From?,2024-06-03 07:00:25
nyt://article/9d430a9b-c5b1-58d5-9ea0-2af3e714aa51,Arrest Threatens Nepal’s Standing as South Asia’s Model for Free Speech,2024-06-03 07:26:14
nyt://article/6401f689-8efe-529e-a5dd-1c72ca5c0354,The Make-or-Break Question for a New Roommate: Do You Drink?,2024-06-03 09:00:17
nyt://article/ae6c678b-2e51-5988-9da0-38e52680b9ca,Ford Rescues a Detroit Train Station as It Plots Its Own Future,2024-06-03 09:00:25
nyt://article/9d636f35-7a6e-5f8c-b9a2-cb5a6b2895eb,"In This Experimental Grief Novel, You Choose Your Own Adventure",2024-06-03 09:00:32
nyt://article/a97097b9-4806-5c14-b978-f217ff768843,"Abnormally Dry Canada Taps U.S. Energy, Reversing Usual Flow",2024-06-03 09:00:58
nyt://article/44ad7380-1eaa-59b1-841a-e1c1c1cc7144,Seniors in Baltimore Are Being Devastated by Drugs: 5 Takeaways,2024-06-03 09:01:15
nyt://article/b8116046-b2d9-5e2e-b2cd-1e3a2039b16e,The 25 Photos That Defined the Modern Age,2024-06-03 09:01:29
nyt://article/bb8ac3f7-386f-540b-96f8-7e35f6cbe946,Can a Novel Tell Us How Ted Kaczynski Became the Unabomber?,2024-06-03 09:02:04
nyt://article/5a0a774c-a44f-57c3-ae94-aed7f8050382,7 Days in the Cultural Life of a MoMA Photography Curator,2024-06-03 09:02:06
nyt://article/edad2aa2-23a9-5554-a3a4-744edd30106d,8 Comics to Read This Pride Month,2024-06-03 09:02:25
nyt://article/2d5a07d8-4816-5279-bb6e-310a127cbc37,"The Alternative to Huge Cruises? 3 Masts, 28 Sails and Wind Power.",2024-06-03 09:02:26
nyt://video/f69b055d-01b9-503f-a166-90b9be62b765,Baltimore’s Fatal Overdose Crisis,2024-06-03 09:02:28
nyt://article/4b902855-9a11-54ca-a087-bb7b8bcf1a49,"In Baltimore’s Senior Homes, Overdoses Plague a Forgotten Generation",2024-06-03 09:03:06
nyt://article/51950ad4-ae42-58a0-bfe4-d6e59aa4891e,"In ‘Clipped,’ Cleopatra Coleman Spreads Her Wings",2024-06-03 09:03:33
nyt://article/5597c7e3-e0ab-5845-b96a-c894b6523047,The Heat Wave Scenario That Keeps Climate Scientists Up at Night,2024-06-03 09:03:40
nyt://article/305c3ea9-c003-5133-b0a3-337022b38d09,Why Are Wineries Around the World Seeking This Certification?,2024-06-03 09:03:44
nyt://article/4dac3c2d-4971-5889-9d5c-283d4c09669f,Editor's Note,2024-06-03 09:03:48
nyt://article/cdd5b359-8961-52ac-86d2-4d9c675b224d,"In Former Soviet States, a Tug of War Between East and West",2024-06-03 09:03:49
nyt://article/492e3fd5-796b-55f1-8470-f10b3f6a2143,"For Past ‘Jeopardy!’ Contestants, Pop Culture Goes Beyond Gen Z",2024-06-03 09:03:51
nyt://article/6a2d8308-49d5-500e-8e0e-1c21c5918c19,"Young, Restless and Fired Up in the Cool Gray City of Love",2024-06-03 09:03:51
nyt://article/831bb955-551f-5954-8f88-92e445d1aac4,$1.9 Million Homes in California,2024-06-03 09:03:53
nyt://article/d9a998fb-8914-5681-a6bf-1df7d9c1d0e4,Another Milestone in Mexico: Its First Jewish President,2024-06-03 09:04:12
nyt://article/dead1925-1ca9-53eb-948b-f2a062fa1e0d,The Man Who Couldn’t Stop Going to College,2024-06-03 09:04:12
nyt://interactive/91d165d6-83c8-523e-b48a-f3cea04659a3,"Why the Pandemic Probably Started in a Lab, in 5 Key Points",2024-06-03 09:04:18
nyt://article/3bcd90b6-9251-563d-930c-10a00a3bd43a,"Gold Bars, Steakhouse Dinners and Fast Talkers: The Menendez Trial",2024-06-03 09:04:24
nyt://article/8ce48888-18eb-5159-84f4-eec9e0414831,"Fauci Grilled by Lawmakers on Masks, Vaccine Mandates and Lab Leak Theory",2024-06-03 09:04:24
nyt://article/12a6e758-2cd4-50b4-a7df-bc3f4687c720,Time Flies When You’re Being Convicted,2024-06-03 09:04:35
nyt://article/29ac752d-f6dd-55ba-bc75-32b9561426d8,What Are Eco-Friendly Ways to Control Backyard Bugs?,2024-06-03 09:05:00
nyt://article/c707e1ce-cbe2-5853-8b0d-6cb2cfebd26b,"I Reread a Book That Changed My Life, but I’d Changed, Too",2024-06-03 09:05:02
nyt://article/06b96f82-36cb-5f90-9744-13dbb9dea42f,Is Pants Sizing Sexist?,2024-06-03 09:05:04
