_id,headline,pub_date
nyt://article/a02c1f7d-9043-537e-9d55-d6eb6946a751,Sheriff Recorded Making Inflammatory Comments Won’t Face Charges,2023-07-01 00:47:38
nyt://article/7830c4a2-d134-5c4f-a401-998c3a17f62b,Governor Vetoes Louisiana’s Ban on Transition Care for Transgender Minors,2023-07-01 00:56:03
nyt://article/8922e4c8-13c5-55c4-89e6-e83d78582174,Robert Kennedy Jr. Reports Income of $7.8 Million,2023-07-01 01:32:56
nyt://article/f3e5ebcc-1dd3-5bed-b2a8-60bc75bfe7cb,Coast Guard Apologizes for Covering Up Long History of Sexual Assault,2023-07-01 01:43:47
nyt://article/2483e757-14a5-5809-b396-05c809874f9c,Certain Surprise Party?,2023-07-01 02:00:08
nyt://article/ae49060f-c662-5798-b3df-7c35bede7641,"On ‘The Bear,’ Interning at a Fine-Dining Restaurant Is Rosier Than Reality",2023-07-01 02:02:27
nyt://article/0c252348-4533-56e2-8b31-a14a4ef82bf6,Hollywood Actors Extend Contract Talks at Deadline,2023-07-01 02:16:49
nyt://article/64ee3083-7565-5143-b849-ce2ef58c9695,"Before Wimbledon, There’s Practice on Grass at an English Garden Party",2023-07-01 04:01:24
nyt://article/76c45495-4bb2-5178-bc72-10251d9d88fa,France Is on Fire,2023-07-01 05:00:09
nyt://article/1b007ded-feba-5dc0-a95d-625639f393e3,"Quotation of the Day: In Ruined Town, Resolved to Stay ’Until the End’",2023-07-01 05:31:09
nyt://article/80e269da-9e8a-525c-b925-c2bd4a245efe,"Corrections: July 1, 2023",2023-07-01 05:34:11
nyt://article/7f2a9cec-d3f1-5849-9e0a-29125a58da95,Today’s Wordle Review,2023-07-01 07:00:09
nyt://article/2b6e80da-951c-509a-beb8-34ffe26387c4,Gov. Murphy Looks to Burnish Legacy With a $54.3 Billion Budget,2023-07-01 07:00:10
nyt://article/b8fc74c7-1057-594b-b6cb-4a10fc2a59ad,Where to Watch July 4 Fireworks in the New York City Area,2023-07-01 07:00:11
nyt://article/b4c983c4-909d-5de9-91a7-3e83912351c6,Spelling Bee Forum,2023-07-01 07:00:15
nyt://article/f6e09d24-54ab-566d-b497-5b09c7536e17,9 Ways to Stay Shaded on a Sweltering Day in New York City,2023-07-01 07:00:23
nyt://article/36d201b8-6a00-53ef-8731-937a934e0cdf,A Fractured Family Heads North,2023-07-01 09:00:11
nyt://article/7861235c-12f4-58a1-9b3c-0f5074030790,My Building Manager Wants to Get on My Renter’s Insurance. Is That Legal?,2023-07-01 09:00:11
nyt://article/ca19f8bc-0e7c-54a0-83e1-c30f58dae097,How Amazon Taught Alexa to Speak in an Irish Brogue,2023-07-01 09:00:14
nyt://article/2b7ce9c2-b4b7-5dac-92e3-74cdd6bfa476,2 Leading Theories of Consciousness Square Off,2023-07-01 09:00:21
nyt://article/75b49f92-7e0b-5ab5-ab3e-934a39482af9,The N.F.L.’s Betting Penalties Put Ideal of ‘Integrity’ to the Test,2023-07-01 09:00:43
nyt://article/9319606f-fe0b-598c-9cdc-02d7ca57e38f,"TikTok Sells a Lot of Books. Now, Its Owner Wants to Publish Them, Too.",2023-07-01 09:00:50
nyt://article/779f66e1-cdde-53df-bea1-581c2e816f83,The ‘Unseen’ Students in the Affirmative Action Debate,2023-07-01 09:00:51
nyt://article/b87962f8-6ef4-5446-a406-30fb6c497ff1,Cameron Norrie is Going to Wimbledon. Great Expectations Follow Him.,2023-07-01 09:00:51
nyt://article/2f6a16a5-9ebd-5264-8701-35a033ec4339,"Top 10 Hardest and Easiest Spelling Bee Words, June 24-30",2023-07-01 09:00:56
nyt://article/791b44b5-6794-5452-ad86-7ea5c91b419a,Fifty Years Ago the Men Boycotted Wimbledon. That Changed Everything.,2023-07-01 09:00:56
nyt://article/7d2f1d54-5c58-52b4-9648-cf4239e7ae94,Boy George Loves His Deeply Flawed Heroes,2023-07-01 09:00:57
nyt://article/1e1917bb-4ff4-592e-887d-26541dadb5b4,Supreme Court Decisions on Education Could Offer Democrats an Opening,2023-07-01 09:00:59
nyt://article/5593df44-81c3-585d-97ae-2ed176ccf454,"American Cities Have a Conversion Problem, and It’s Not Just Offices",2023-07-01 09:01:13
nyt://article/60231e2d-8e3e-5b64-a139-278cbc247d88,A ‘Cage Match’ Between Elon Musk and Mark Zuckerberg May Be No Joke,2023-07-01 09:01:15
nyt://article/ab86d957-3f26-5a6a-b6c5-a37e75b44ccb,Why Bolsonaro Was Barred in Brazil but Trump Can Run in the U.S.,2023-07-01 09:01:33
nyt://article/9bd09bd4-7ab4-58b3-9db9-27d955fc5b99,The Mystery That Ended Two Women’s World Cup Dreams,2023-07-01 09:01:35
nyt://article/8feff63b-7a0a-5083-9f40-6db5c18410aa,"Cannibalism, or ‘Clickbait’ for Paleoanthropology?",2023-07-01 09:01:39
nyt://article/c257efaa-91cd-57ee-b4f9-773286912dea,"To Foreign Policy Veteran, the Real Danger Is at Home",2023-07-01 09:01:39
nyt://article/7120f98e-4184-592e-ba4c-9d9b584bf616,Wagner Uprising Highlights China’s Risks With Russia,2023-07-01 09:01:40
nyt://article/86b08787-1e03-51fc-8619-2d96f0ed7df5,"The Art of Drinking? Right This Way, S’il Vous Plaît.",2023-07-01 09:01:40
nyt://article/8db316de-1f10-5e01-92e8-b8bae978f840,An Early Heat Wave Upsets the Rhythm of Life in the South,2023-07-01 09:01:40
nyt://article/c3cb5de9-44d9-5d7c-8b11-a7964ddfc40f,Everyone Knew the Migrant Ship Was Doomed. No One Helped.,2023-07-01 09:01:40
nyt://article/345bb773-deb4-58b7-9c5b-7d19802d32ca,"At the Front Lines of the Inflation Fight, Uncertainty Reigns",2023-07-01 09:01:41
nyt://article/451b59af-6a1e-57b4-a429-41d87e985540,Mutiny Provided Glimpse of a Post-Putin Russia. Is the Window Still Open?,2023-07-01 09:01:42
nyt://article/a7c25f42-c32a-5f64-b77d-48d5a8240d45,"Paper Magazine, the Oral History: ‘They Were Wide Open’",2023-07-01 09:01:43
nyt://article/40f2b6ec-06cc-53e5-b5ee-d0dbd1e13b47,Does It Help to Know How Much the Boss Makes?,2023-07-01 09:03:04
nyt://article/ef738449-4a78-527a-b0d4-dfe7abf01a27,The Dark Universe Is Waiting. What Will the Euclid Telescope Reveal?,2023-07-01 09:03:04
nyt://article/365b68be-f89d-5c15-a332-da75e08cbb5a,A Mother Reckons With Questions From Her Childhood,2023-07-01 09:03:10
nyt://article/2334cc4c-46f7-54ab-aa63-73c003292ba4,Are Escalators and Moving Walkways Safe?,2023-07-01 09:13:14
nyt://article/f22899e3-034c-5e92-8d91-deb986384c10,Ukraine Says It Is Ready for Arrival of Wagner Troops in Belarus,2023-07-01 09:55:02
nyt://article/f01af179-64bd-5285-ba25-6c67bee38281,These Runners Confront Challenges Together,2023-07-01 10:00:02
nyt://article/4730e422-5783-5966-bbe4-bf6ac6badc3b,An Indigenous Leader Who Raised Corruption Allegations Is Ousted,2023-07-01 10:00:03
nyt://article/2b746ac1-43a4-51a8-b668-e69222657b8a,Macron Cancels State Visit to Germany Amid Unrest at Home,2023-07-01 10:34:43
nyt://article/d10c215c-9922-5858-a48a-df0ca2b522a8,A Mini Challenge,2023-07-01 10:36:49
nyt://video/fb0ec509-e4ba-5367-8630-8f50849cffbf,A Salute to the Honest(ish) Russian Warlord,2023-07-01 10:50:08
nyt://article/85f80fdf-b943-5e4d-9b64-095c8614a72e,A Salute to the Honest(ish) Russian Warlord,2023-07-01 11:00:03
nyt://article/b2f0fadc-ddac-5bae-ad01-295b108b0237,Where Reparations Stand in the U.S.,2023-07-01 11:00:04
nyt://article/b50a76b5-979c-5cd7-b567-9ec3b7792e7a,Jersey Boy Takes On Florida Man,2023-07-01 11:00:10
nyt://article/343d92d7-3a61-503a-842d-86086e0aa29d,I Know What Drives People to the Depths of the Ocean,2023-07-01 11:00:11
nyt://article/181d9061-8059-530b-be4c-08b041c55161,How to Stave Off Constitutional Extinction,2023-07-01 11:00:12
nyt://article/d1481c98-2e17-559a-8697-4d00e2f6effc,Breakthroughs in Cancer Research and Treatment,2023-07-01 11:00:12
nyt://article/3aa2b6b6-6e19-5f99-a0df-a968f8979f4c,The Supreme Court Has Opened the Door to Discrimination. Here’s How States Can Slam It Shut.,2023-07-01 11:00:13
nyt://article/3cb30f03-cd08-5678-abd9-2bf6ef5cb981,Long Live the King!,2023-07-01 11:00:13
nyt://article/85544de9-dd37-5cff-9395-c5a5060c7870,"John Roberts, Conservative Statesman",2023-07-01 11:00:15
nyt://article/a2f2e1be-a761-592f-891d-91c4f0bff31f,Botswana and De Beers Sign Deal to Continue Rich Diamond Partnership,2023-07-01 11:38:12
nyt://article/c98b3158-05a5-5f28-bc0b-d50c919d692d,Child’s Play,2023-07-01 11:50:02
nyt://article/73f5f769-91a9-50b3-9f26-c4a1d7a3b2e0,Why Platonic Friendships Are So Hard to Keep,2023-07-01 12:00:02
nyt://article/36ea34d2-640a-5f17-bb61-6bea3633804a,Fireworks Have a New Competitor: Drones,2023-07-01 12:00:04
nyt://article/77591cba-06f8-5543-98e0-d77a6f86a2ff,Elena Kagan Has Had Enough,2023-07-01 13:34:27
nyt://article/22f59ad9-2962-5412-a829-2c3c92653134,Dutch King Apologizes for His Country’s Role in the Slave Trade,2023-07-01 13:35:21
nyt://article/357358f2-93a7-55b3-a47b-a47f14f6d8d6,"From the Docks to Dodger Stadium, Los Angeles Workers Are Feeling Emboldened",2023-07-01 14:24:41
nyt://article/a3269bfc-48ba-5697-9e92-8d8e61e085a3,"In the Paris Suburb Where Police Shot a Teenager, Violence and Vigilance",2023-07-01 15:04:03
nyt://article/03edae17-b2e2-5731-a5c8-ef45838dad4d,"At Funeral for Nahel M. Near Paris, Anguish, Anger and Racial Tensions",2023-07-01 15:27:03
nyt://article/1956ac96-2a88-5879-a764-04162f68ebf4,"DeSantis, Seeking Attention, Uses L.G.B.T.Q. Issues to Attack Trump",2023-07-01 16:19:20
nyt://article/ea2eafca-bf40-5008-a47f-f8e55ce83ee4,"Along With Conservative Triumphs, Signs of New Caution at Supreme Court",2023-07-01 16:42:23
nyt://article/57320bd2-04c5-57ec-8942-29a10600d172,Hunter Biden’s Daughter and a Tale of Two Families,2023-07-01 16:44:04
nyt://article/737e34e2-7aee-5d8f-8883-4d21baea94fb,Biden Rules Tighten Limits on Drone Strikes,2023-07-01 16:46:56
nyt://article/3753842f-74dc-55aa-b901-6b4c4c45d20e,U.S. Attorney in Hunter Biden Case Defends Investigation to House Republicans,2023-07-01 19:30:36
nyt://article/61509c08-1131-59dc-b995-25f1d8b17f07,You May Not Have Asked; He Answered Anyway,2023-07-01 20:00:10
nyt://article/b043fac0-f187-539e-a482-28bfc5f22ead,"Darren Drozdov, Pro Wrestler Whose Career Was Cut Short, Dies at 54",2023-07-01 21:25:36
nyt://article/f3811c70-806b-564e-8230-8968247ca2d4,About Two Feet,2023-07-01 22:00:09
nyt://article/fa4ff32c-9841-503e-830b-100bc03c3b4b,"In the Conference Realignment Game, a Deadline Is Not a Deadline",2023-07-01 22:47:12
nyt://article/dc34eaf3-5f84-59a7-a064-f99eee9907dc,"A Small Town’s Fourth of July: Flags, a 5K and Trump’s Attacks on American Institutions",2023-07-01 22:59:47
nyt://article/0ddf308b-e681-5c0f-b558-c361012e51d7,Quotation of the Day: Beating Heat Wave Is Even Harder With Drums,2023-07-01 23:47:51
