_id,headline,pub_date
nyt://article/522efb9c-f5d0-5a98-ae64-0faad5cdc88e,"On Ukraine, Biden Outshines Macron, Scholz — and DeSantis",2023-03-01 00:00:07
nyt://article/2fbbd5a0-27b8-549d-9306-421b1db71bc7,"Linda Kasabian, 73, Dies; Lookout Testified Against Charles Manson",2023-03-01 00:11:56
nyt://article/9a25134d-b209-56d5-9ccb-796281ceb9c7,"Lawmakers Question Pentagon on Ukraine Funds, Signaling Fresh Concerns",2023-03-01 00:18:52
nyt://article/3949b8e4-45b1-511f-bf34-6a5000b92931,"After a Difficult Debut, Fire Commissioner Faces a Suit From Top Chiefs",2023-03-01 00:22:09
nyt://article/d6e43c1e-19b3-53dc-8fc3-2eec55b01170,Review: A ‘Seagull’ Airlifted to a World of Soy Milk and Prada Sneakers,2023-03-01 00:30:07
nyt://article/3c94b6e6-219c-5fc6-a506-2f0ff40488f2,Fox Leaders Wanted to Break From Trump but Struggled to Make It Happen,2023-03-01 00:43:24
nyt://article/bd55f759-78d4-5d62-a994-132173e66d70,Vanessa Bryant Settles Helicopter Crash Photos Lawsuit for $28.85 Million,2023-03-01 00:51:34
nyt://article/d961c60a-4914-567d-8950-a2ce71c66574,"Blinken Finds Receptive Leaders in Central Asia, Where Russia Seeks Aid",2023-03-01 01:04:30
nyt://article/5548ff23-ed48-58ec-90b4-f73df4ea34f4,"Adams, Discussing Faith, Dismisses Idea of Separating Church and State",2023-03-01 01:27:23
nyt://article/a69a527c-ecb2-5d77-bc9d-cdafb88b61b0,Just a Thought,2023-03-01 03:00:05
nyt://video/3df30d48-eb2c-5749-a994-3cc5205afc3c,Death Toll Climbs After Trains Collide in Greece,2023-03-01 03:09:48
nyt://article/b0864392-a185-5e71-bcbb-e5abae4d75bd,"Foreign Efforts to Subvert Canada’s Last 2 Elections Failed, Report Says",2023-03-01 03:12:40
nyt://article/e45df790-88fc-53da-bc74-78608cd2c30a,"Bola Tinubu, a Political ‘Godfather’ in Nigeria, Sought the Presidency for Years",2023-03-01 03:27:46
nyt://article/4261928a-3c95-5daf-bf91-161e05a4d62f,"Corrections: March 1, 2023",2023-03-01 03:34:18
nyt://article/53b09b3a-eb6b-5141-a621-812150aa396e,Quotation of the Day: Why Jaromir Jagr Can’t Quit Hockey,2023-03-01 03:35:29
nyt://article/b34a425e-5e43-56f6-82a7-350c82e48ad7,How an Israeli Raid on a Safe House Ended With Civilians Killed,2023-03-01 05:01:10
nyt://article/38f24a72-3eb5-53e8-91c4-fb924fc02be4,"Whales, Turtles, the Alligator, Flaco: Animals in the News",2023-03-01 05:02:04
nyt://article/7c122e1d-f2e3-51c1-9b5b-1124749d35d5,Man Arrested in Brazen Sidewalk Killing in St. Louis That Was Captured on Video,2023-03-01 05:16:17
nyt://article/d55c6fca-02a7-57ee-af3b-d8835b5e680d,Your Wednesday Briefing,2023-03-01 05:42:18
nyt://article/acbd1769-bd7e-5316-ba11-81374e778972,U.S. fears Lukashenko’s visit to China is strengthening ties between Russia’s closest allies.,2023-03-01 06:00:00
nyt://article/6f93e600-cacd-5ff9-a699-f6436c104c1c,Word of the Day: extravagance,2023-03-01 07:00:02
nyt://article/a23458a5-c6ea-561d-9b01-420d6576ca46,Train Crash in Greece Kills at Least 38,2023-03-01 07:18:59
nyt://article/2607f276-d622-5dbb-8f3d-21512c846c2e,Stephen Colbert Has News for Fans of Fox,2023-03-01 07:38:41
nyt://article/2f86a4c4-adc7-5040-b92b-b7850e95c83c,Digital Clutter,2023-03-01 08:00:02
nyt://article/0001db0c-f9ce-5303-a765-87cd06cc880c,Spelling Bee Forum,2023-03-01 08:00:03
nyt://article/ecd23ed2-46d3-584c-a6ff-9474b7f2c42d,He Took His Shoes Off 20 Years Ago. He Hasn’t Put Them Back On.,2023-03-01 08:00:10
nyt://article/cf7d5e71-676f-5da6-9b1b-8a0ab0f3ae73,‘A Strange Dream’: A Cruise Ship Is a Floating Shelter for Displaced Turks,2023-03-01 08:00:15
nyt://article/5066d11e-c4de-5d7b-b64d-242907af4f17,Make Way for the French Woman,2023-03-01 09:43:10
nyt://interactive/4b6cdb92-dbb7-51aa-a0ba-592a5c5f700c,Can You Spot the Copyright Infringement?,2023-03-01 10:00:02
nyt://article/1d330555-86ff-5c68-8515-d17faffc7ac0,"Newly Published, From Uncreative Architecture to Floating Boys",2023-03-01 10:00:04
nyt://article/f51aef00-f4f6-56e2-bce5-f43c623e2294,Reader Mailbag: Bots and Other Business,2023-03-01 10:00:10
nyt://article/75ef3aa6-9fa0-5184-ac0e-717c04924e4e,What Does Workplace TikTok Look Like During Layoffs? It Gets Weird.,2023-03-01 10:00:11
nyt://article/bc956010-6a52-5f29-bfde-a1c841e8d03f,"Going Once, Going Twice: How to Bid on a First-Class Seat",2023-03-01 10:00:11
nyt://article/c961da4a-cc7d-53d6-801f-8d3074277dba,Why Warhol Images Are Making Museums Nervous,2023-03-01 10:00:13
